index,status,final_accuracy,iterations_used,iteration_accuracies,iteration_results,final_policy_file
0,success,100.0,3,"[85.0, 98.8, 100.0]","[{'policy_idx': 0, 'iteration': 1, 'accuracy': 85.0, 'total_requests': 80, 'correct': 68, 'incorrect': 12, 'misclassified_allow_to_deny': 12, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 12, 'failed_examples': [{'request_id': 'allow_fba1a9d1', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_9e2bc345', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a703d77b', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a703d77b', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::athena-query-results/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bba1017f', 'action': 'athena:GetQueryExecution', 'resource': 'arn:aws:s3:::bkt_logs/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bba1017f', 'action': 'athena:GetQueryExecution', 'resource': 'arn:aws:s3:::bkt_logs/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dd7bb142', 'action': 'athena:GetTableMetadata', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_7b93d441', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_21cc8c69', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_21cc8c69', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bkt_logs/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_21cc8c69', 'action': 'athena:GetQueryExecution', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_21cc8c69', 'action': 'athena:GetQueryExecution', 'resource': 'arn:aws:s3:::bkt_logs/logs/app.log', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_0_iter_1.json'}, {'policy_idx': 0, 'iteration': 2, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 1, 'failed_examples': [{'request_id': 'allow_a703d77b', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::athena-query-results/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_0_iter_2.json'}, {'policy_idx': 0, 'iteration': 3, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_0_iter_3.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_0_final.json
1,success,100.0,1,[100.0],"[{'policy_idx': 1, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_1_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_1_final.json
2,success,100.0,1,[100.0],"[{'policy_idx': 2, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_2_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_2_final.json
3,success,100.0,2,"[98.8, 100.0]","[{'policy_idx': 3, 'iteration': 1, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 1, 'failed_examples': [{'request_id': 'allow_c5858bb6', 'action': 'iot:RemoveThingFromThingGroup', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_3_iter_1.json'}, {'policy_idx': 3, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_3_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_3_final.json
4,success,100.0,1,[100.0],"[{'policy_idx': 4, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_4_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_4_final.json
5,success,100.0,1,[100.0],"[{'policy_idx': 5, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_5_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_5_final.json
6,success,100.0,1,[100.0],"[{'policy_idx': 6, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_6_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_6_final.json
7,success,100.0,2,"[73.8, 100.0]","[{'policy_idx': 7, 'iteration': 1, 'accuracy': 73.8, 'total_requests': 80, 'correct': 59, 'incorrect': 21, 'misclassified_allow_to_deny': 21, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 21, 'failed_examples': [{'request_id': 'allow_dbc30e09', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_9455e817', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_9455e817', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a5e8cbaf', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a5e8cbaf', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_6e901f8a', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_bf7b1d47', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_db5c8b6b', 'action': 's3:GetObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_4adfe7f5', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_4adfe7f5', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f19b5d54', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_81143e37', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a164e863', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_76568f08', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_76568f08', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_6ac95e14', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_9fa210d8', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_1fbaaff1', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_75fe7cb0', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_75fe7cb0', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_af614ebd', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_7_iter_1.json'}, {'policy_idx': 7, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_7_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_7_final.json
8,success,100.0,2,"[75.0, 100.0]","[{'policy_idx': 8, 'iteration': 1, 'accuracy': 75.0, 'total_requests': 80, 'correct': 60, 'incorrect': 20, 'misclassified_allow_to_deny': 19, 'misclassified_deny_to_allow': 1, 'failed_examples_count': 20, 'failed_examples': [{'request_id': 'allow_d096014c', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d096014c', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_adf25d5e', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_38fcb31e', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_0340c464', 'action': 's3:CreateBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_0340c464', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dbd1c3d2', 'action': 's3:GetObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5801446b', 'action': 's3:ListBucket', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d059aa0c', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d059aa0c', 'action': 's3:PutObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d36d683e', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d36d683e', 'action': 's3:PutObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5c938cbe', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5c938cbe', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_aed5e0e7', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_b073adf4', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f3d53ff0', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f3d53ff0', 'action': 's3:PutObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_1af18654', 'action': 's3:PutObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_8c4a2b12', 'action': 'cloudwatch:ListMetrics', 'resource': 'arn:aws:s3:::completely-different-bucket/*', 'expected': 'deny', 'actual': 'allow'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_8_iter_1.json'}, {'policy_idx': 8, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_8_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_8_final.json
9,success,100.0,2,"[98.8, 100.0]","[{'policy_idx': 9, 'iteration': 1, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 1, 'failed_examples': [{'request_id': 'allow_050d6d79', 'action': 'kms:ScheduleKeyDeletion', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_9_iter_1.json'}, {'policy_idx': 9, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-80/policy_9_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-80/repaired_9_final.json
