index,status,final_accuracy,iterations_used,iteration_accuracies,iteration_results,final_policy_file
0,success,100.0,2,"[70.0, 100.0]","[{'policy_idx': 0, 'iteration': 1, 'accuracy': 70.0, 'total_requests': 20, 'correct': 14, 'incorrect': 6, 'misclassified_allow_to_deny': 6, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 6, 'failed_examples': [{'request_id': 'allow_af76cff0', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5ece3571', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::athena-query-results/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_78dbbc4a', 'action': 'kms:DescribeKey', 'resource': 'arn:aws:s3:::bkt_logs/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_78dbbc4a', 'action': 'athena:StartQueryExecution', 'resource': 'arn:aws:s3:::bkt_logs/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_78dbbc4a', 'action': 'athena:StopQueryExecution', 'resource': 'arn:aws:s3:::bkt_logs/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_c51a9dbe', 'action': 'kms:CreateGrant', 'resource': 'arn:aws:s3:::bkt_logs/document.txt', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_0_iter_1.json'}, {'policy_idx': 0, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_0_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_0_final.json
1,success,100.0,1,[100.0],"[{'policy_idx': 1, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_1_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_1_final.json
2,success,100.0,1,[100.0],"[{'policy_idx': 2, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_2_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_2_final.json
3,success,100.0,1,[100.0],"[{'policy_idx': 3, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_3_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_3_final.json
4,success,100.0,2,"[90.0, 100.0]","[{'policy_idx': 4, 'iteration': 1, 'accuracy': 90.0, 'total_requests': 20, 'correct': 18, 'incorrect': 2, 'misclassified_allow_to_deny': 2, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 2, 'failed_examples': [{'request_id': 'allow_261ced25', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::*/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_261ced25', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::*/data/file.json', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_4_iter_1.json'}, {'policy_idx': 4, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_4_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_4_final.json
5,success,100.0,1,[100.0],"[{'policy_idx': 5, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_5_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_5_final.json
6,success,100.0,1,[100.0],"[{'policy_idx': 6, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_6_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_6_final.json
7,success,100.0,3,"[75.0, 90.0, 100.0]","[{'policy_idx': 7, 'iteration': 1, 'accuracy': 75.0, 'total_requests': 20, 'correct': 15, 'incorrect': 5, 'misclassified_allow_to_deny': 5, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 5, 'failed_examples': [{'request_id': 'allow_45fa3678', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_696f5543', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_0eefc9fe', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_3e206d10', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_3e206d10', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_7_iter_1.json'}, {'policy_idx': 7, 'iteration': 2, 'accuracy': 90.0, 'total_requests': 20, 'correct': 18, 'incorrect': 2, 'misclassified_allow_to_deny': 2, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 2, 'failed_examples': [{'request_id': 'allow_696f5543', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_0eefc9fe', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_7_iter_2.json'}, {'policy_idx': 7, 'iteration': 3, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_7_iter_3.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_7_final.json
8,success,100.0,1,[100.0],"[{'policy_idx': 8, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_8_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_8_final.json
9,success,100.0,3,"[85.0, 100.0]","[{'policy_idx': 9, 'iteration': 1, 'accuracy': 85.0, 'total_requests': 20, 'correct': 17, 'incorrect': 3, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 3, 'failed_examples_count': 3, 'failed_examples': [{'request_id': 'deny_2f3a3174', 'action': 'kms:CreateKey', 'resource': 'arn:aws:s3:::forbidden-bucket/*', 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_2f3a3174', 'action': 'kms:DeleteAlias', 'resource': 'arn:aws:s3:::forbidden-bucket/*', 'expected': 'deny', 'actual': 'allow'}, {'request_id': 'deny_2f3a3174', 'action': 'kms:Encrypt', 'resource': 'arn:aws:s3:::forbidden-bucket/*', 'expected': 'deny', 'actual': 'allow'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_9_iter_1.json'}, {'policy_idx': 9, 'iteration': 2, 'accuracy': 0.0, 'failed_examples_count': 0, 'error': 'SMT validator failed: Traceback (most recent call last):\n  File ""/home/bhall2/Documents/fixmypolicy/quacky/src/validate_requests.py"", line 296, in <module>\n    call_translator(args)\n  File ""/home/bhall2/Documents/fixmypolicy/quacky/src/translator.py"", line 25, in call_translator\n    body = visit_policy_model(\n  File ""/home/bhall2/Documents/fixmypolicy/quacky/src/backend.py"", line 36, in visit_policy_model\n    body += Policy(\'p0\', obj, smt_lib, enc).smt()\n  File ""/home/bhall2/Documents/fixmypolicy/quacky/src/policy_model.py"", line 361, in smt\n    body += statement.smt()\n  File ""/home/bhall2/Documents/fixmypolicy/quacky/src/policy_model.py"", line 290, in smt\n    d, a, b = condition.smt()\n  File ""/home/bhall2/Documents/fixmypolicy/quacky/src/aws_conditions.py"", line 299, in smt\n    dtype, smt = ops[op](self.key, self.values, (\'All\' in self.op), self.smt_lib)\nKeyError: \'ForAnyValue:StringLike\'\n'}, {'policy_idx': 9, 'iteration': 3, 'accuracy': 100.0, 'total_requests': 20, 'correct': 20, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-20/policy_9_iter_3.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-20/repaired_9_final.json
