policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,True,62.0,50,19,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,2,allow_e641a090,True,62.0,50,19,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,3,allow_d28acd92,True,50.0,50,25,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,4,allow_ad67e7d3,True,82.0,50,9,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,5,allow_277adc8e,True,82.0,50,9,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,6,allow_4b2e6812,True,48.0,50,26,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,7,allow_8d6aad9f,True,82.0,50,9,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,8,allow_46828ad7,True,50.0,50,25,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,9,allow_d296b21a,True,48.0,50,26,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,10,allow_b3521fa7,True,62.0,50,19,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,11,allow_1a3aa330,True,82.0,50,9,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,12,allow_a3073d0d,True,82.0,50,9,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,13,allow_39a49474,True,82.0,50,9,Allow,"['sts:AssumeRoleWithWebIdentity', 'sts:TagSession']",arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,14,allow_9e959d67,True,60.0,50,20,Allow,['sts:TagSession'],arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,15,allow_8b2a35e8,True,46.0,50,27,Allow,['sts:TagSession'],arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,16,allow_a7f5ef81,True,60.0,50,20,Allow,['sts:TagSession'],arn:aws:iam::{account id}:role/{role name}
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,17,allow_8fe72846,True,82.0,50,9,Allow,"['sts:AssumeRoleWithWebIdentity', 'sts:TagSession']",arn:aws:iam::{account id}:role/{role name}
