policy_name,policy_index,policy_file,statement_index,statement_id,statement_effect,statement_action,statement_resource,request_object_id,individual_request_id,action,resource,principal,condition,expected_effect,actual_result,solver_result,is_correct
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",deny_b611c65a,deny_b611c65a_combo_1,athena:GetDatabase,arn:aws:s3:::athena-query-results-forbidden/file.txt,arn:aws:iam::123456789012:role/service-role,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},deny,deny,unsat,True
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_45942859,allow_45942859_combo_1,athena:GetWorkGroup,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,None,None,allow,allow,sat,True
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_45942859,allow_45942859_combo_2,athena:GetWorkGroup,arn:aws:s3:::my-bucket/document.txt,None,None,allow,allow,sat,True
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_45942859,allow_45942859_combo_3,kms:CreateGrant,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,None,None,allow,allow,sat,True
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_45942859,allow_45942859_combo_4,kms:CreateGrant,arn:aws:s3:::my-bucket/document.txt,None,None,allow,allow,sat,True
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_b2a152f8,allow_b2a152f8_combo_1,athena:BatchGetQueryExecution,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::123456789012:user/bob,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},allow,deny,unsat,False
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_b2a152f8,allow_b2a152f8_combo_2,athena:BatchGetQueryExecution,arn:aws:s3:::athena-query-results/logs/app.log,arn:aws:iam::123456789012:user/bob,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},allow,deny,unsat,False
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_b2a152f8,allow_b2a152f8_combo_3,athena:GetDatabase,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::123456789012:user/bob,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},allow,deny,unsat,False
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_b2a152f8,allow_b2a152f8_combo_4,athena:GetDatabase,arn:aws:s3:::athena-query-results/logs/app.log,arn:aws:iam::123456789012:user/bob,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},allow,deny,unsat,False
policy_0_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_0_iter_1.json,1,allow_45942859,Allow,"['athena:GetWorkGroup', 'kms:CreateGrant']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']",allow_55367f92,allow_55367f92_combo_1,s3:DeleteObject,arn:aws:s3:::bkt_logs/document.txt,None,None,allow,deny,unsat,False
