policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,True,58.0,50,21,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']"
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,2,allow_c2a208b0,True,42.0,50,29,Allow,['s3:DeleteObject'],['arn:aws:s3:::*/logs/app.log']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,3,allow_4b0d6755,True,46.0,50,27,Allow,"['s3:DeleteBucket', 's3:PutBucketPolicy', 's3:PutObject']",['arn:aws:s3:::*/logs/app.log']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,4,allow_28e5e922,True,46.0,50,27,Allow,"['s3:ListBucket', 's3:GetObject']",['arn:aws:s3:::*/temp/upload.tmp']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,5,allow_84f15249,True,42.0,50,29,Allow,['s3:GetBucketLocation'],['arn:aws:s3:::file1']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,6,allow_b86d2a48,True,46.0,50,27,Allow,"['s3:GetObject', 's3:DeleteBucket']",['arn:aws:s3:::document']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,7,allow_4bacdd3b,True,52.0,50,24,Allow,"['s3:DeleteObject', 's3:DeleteBucket']","['arn:aws:s3:::*/temp/upload.tmp', 'arn:aws:s3:::document']"
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,8,allow_3ec367ea,True,42.0,50,29,Allow,['s3:PutObject'],['arn:aws:s3:::*/temp/upload.tmp']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,9,allow_9c53c600,True,42.0,50,29,Allow,['s3:PutBucketPolicy'],['arn:aws:s3:::data123']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,10,allow_e25627fc,True,50.0,50,25,Allow,"['s3:DeleteBucket', 's3:CreateBucket', 's3:GetBucketLocation']",['arn:aws:s3:::file1']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,11,deny_82d378f0,True,40.0,50,30,Deny,"['s3:GetObject', 's3:PutBucketPolicy', 's3:GetBucketLocation']",['arn:aws:s3:::completely-different-bucket/file.txt']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,12,deny_667405f9,True,40.0,50,30,Deny,['iam:CreateUser'],['arn:aws:s3:::*/document.txt']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,13,deny_f6ce1848,True,40.0,50,30,Deny,"['s3:CreateBucket', 's3:DeleteBucket']",['arn:aws:s3:::different-*/file.txt']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,14,deny_0402fb72,True,40.0,50,30,Deny,['s3:GetBucketLocation'],['arn:aws:s3:::different-*/file.txt']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,15,deny_eb91e5ae,True,40.0,50,30,Deny,['dynamodb:DeleteItem'],['arn:aws:s3:::file1']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,16,deny_f4690edb,True,40.0,50,30,Deny,"['s3:GetObject', 's3:PutBucketPolicy']",['arn:aws:s3:::*-forbidden/file.txt']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,17,deny_61c765cd,True,40.0,50,30,Deny,['ec2:DescribeInstances'],"['arn:aws:s3:::*/data/file.json', 'arn:aws:s3:::*/document.txt']"
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,18,deny_9377c27c,True,40.0,50,30,Deny,['s3:DeleteBucket'],['arn:aws:s3:::*-forbidden/file.txt']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,19,deny_4cd0a524,True,40.0,50,30,Deny,['ec2:RunInstances'],['arn:aws:s3:::*/temp/upload.tmp']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,20,deny_5aa23afa,True,40.0,50,30,Deny,['ec2:DescribeInstances'],['arn:aws:s3:::file1']
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,21,deny_11ba59a3,True,40.0,50,30,Deny,['dynamodb:DeleteItem'],"['arn:aws:s3:::document', 'arn:aws:s3:::*/document.txt']"
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,22,deny_0a49df9f,True,40.0,50,30,Deny,['iam:CreateUser'],"['arn:aws:s3:::document', 'arn:aws:s3:::*/temp/upload.tmp']"
