policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,1,allow_94790b33,True,46.0,50,27,Allow,ec2:DescribeInstances,arn:aws:s3:::my-bucket/document.txt
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,2,allow_4e57abec,True,48.0,50,26,Allow,ec2:RunInstances,arn:aws:athena:us-east-1:123456789012:workgroup/primary
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,3,allow_299b88c8,True,46.0,50,27,Allow,ec2:TerminateInstances,arn:aws:athena:us-east-1:123456789012:workgroup/primary
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,4,allow_535763a6,True,48.0,50,26,Allow,ec2:DescribeInstances,arn:aws:s3:::my-bucket/document.txt
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,5,allow_3e3a9b35,True,46.0,50,27,Allow,ec2:RunInstances,arn:aws:s3:::my-bucket/document.txt
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,6,allow_3187add3,True,50.0,50,25,Allow,"['ec2:DescribeInstances', 'ec2:TerminateInstances']",arn:aws:s3:::my-bucket/document.txt
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,7,allow_fddc8300,True,48.0,50,26,Allow,"['ec2:RunInstances', 'ec2:CreateSecurityGroup']",arn:aws:s3:::my-bucket/document.txt
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,8,allow_45af8425,True,42.0,50,29,Allow,ec2:TerminateInstances,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,9,allow_d4e56451,True,62.0,50,19,Allow,"['ec2:DescribeInstances', 'ec2:RunInstances']","['arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:s3:::my-bucket/document.txt']"
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,10,allow_2878c21e,True,58.0,50,21,Allow,"['ec2:RunInstances', 'ec2:CreateSecurityGroup']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_2_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_2_iter_1.json,11,allow_0acce0e8,True,64.0,50,18,Allow,"['ec2:RunInstances', 'ec2:TerminateInstances']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
