policy_name,policy_index,policy_file,statement_index,statement_id,statement_effect,statement_action,statement_resource,request_object_id,individual_request_id,action,resource,principal,condition,expected_effect,actual_result,solver_result,is_correct
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_a8fd7ef6,allow_a8fd7ef6_combo_1,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/*:ref_type:branch:ref:*'}},allow,allow,sat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_e641a090,allow_e641a090_combo_1,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/*:ref_type:branch:ref:*'}},allow,allow,sat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_f13ef671,deny_f13ef671_combo_1,iam:CreateUser,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::123456789012:user/alice,{'DateLessThan': {'aws:CurrentTime': '2025-12-31T23:59:59Z'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_d28acd92,allow_d28acd92_combo_1,sts:TagSession,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::123456789012:user/alice,{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_d28acd92,allow_d28acd92_combo_2,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::123456789012:user/alice,{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_ad67e7d3,allow_ad67e7d3_combo_1,sts:TagSession,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/ref_type:branch:ref'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_ad67e7d3,allow_ad67e7d3_combo_2,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/ref_type:branch:ref'}},allow,allow,sat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_51d9c228,deny_51d9c228_combo_1,ec2:RunInstances,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::123456789012:user/alice,{'DateLessThan': {'aws:CurrentTime': '2025-12-31T23:59:59Z'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_c81babfb,deny_c81babfb_combo_1,sts:TagSession,forbidden-arn:aws:iam::{account id}:role/{role name}-specific,arn:aws:iam::{account id}:oidc-provider/forbidden-gitlab.com,{'IpAddress': {'aws:SourceIp': '203.0.113.0/24'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_c81babfb,deny_c81babfb_combo_2,sts:AssumeRoleWithWebIdentity,forbidden-arn:aws:iam::{account id}:role/{role name}-specific,arn:aws:iam::{account id}:oidc-provider/forbidden-gitlab.com,{'IpAddress': {'aws:SourceIp': '203.0.113.0/24'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_d9e1c623,deny_d9e1c623_combo_1,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name}-forbidden-resource,arn:aws:iam::999888777666:oidc-provider/gitlab.com,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_eae39e7d,deny_eae39e7d_combo_1,lambda:CreateFunction,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/forbidden-gitlab.com,{'DateLessThan': {'aws:CurrentTime': '2025-12-31T23:59:59Z'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_277adc8e,allow_277adc8e_combo_1,sts:TagSession,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/ref_type:branch:ref'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_277adc8e,allow_277adc8e_combo_2,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/ref_type:branch:ref'}},allow,allow,sat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_2efa2500,deny_2efa2500_combo_1,sts:TagSession,arn:aws:iam::{account id}:role/{role name}-forbidden-resource,arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/*:ref_type:branch:ref:*'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_2efa2500,deny_2efa2500_combo_2,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name}-forbidden-resource,arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/*:ref_type:branch:ref:*'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_4b2e6812,allow_4b2e6812_combo_1,sts:TagSession,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::999888777666:oidc-provider/gitlab.com,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_4b2e6812,allow_4b2e6812_combo_2,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::999888777666:oidc-provider/gitlab.com,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},deny_2ccddee4,deny_2ccddee4_combo_1,iam:DeleteUser,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::999888777666:oidc-provider/gitlab.com,{'DateLessThan': {'aws:CurrentTime': '2025-12-31T23:59:59Z'}},deny,deny,unsat,True
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_8d6aad9f,allow_8d6aad9f_combo_1,sts:TagSession,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/*:ref_type:branch:ref:*'}},allow,deny,unsat,False
policy_5_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_5_iter_1.json,1,allow_a8fd7ef6,Allow,['sts:AssumeRoleWithWebIdentity'],arn:aws:iam::{account id}:role/{role name},allow_8d6aad9f,allow_8d6aad9f_combo_2,sts:AssumeRoleWithWebIdentity,arn:aws:iam::{account id}:role/{role name},arn:aws:iam::{account id}:oidc-provider/gitlab.com,{'StringLike': {'gitlab.com:sub': 'project_path:{redacted}/*:ref_type:branch:ref:*'}},allow,allow,sat,True
