policy_name,policy_index,policy_file,statement_index,statement_id,statement_effect,statement_action,statement_resource,request_object_id,individual_request_id,action,resource,principal,condition,expected_effect,actual_result,solver_result,is_correct
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_1,s3:CreateBucket,arn:aws:s3:::file1,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_2,s3:CreateBucket,arn:aws:s3:::*/document.txt,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_3,s3:CreateBucket,arn:aws:s3:::*/data/file.json,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_4,s3:PutObject,arn:aws:s3:::file1,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_5,s3:PutObject,arn:aws:s3:::*/document.txt,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_6,s3:PutObject,arn:aws:s3:::*/data/file.json,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_7,s3:PutBucketPolicy,arn:aws:s3:::file1,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_8,s3:PutBucketPolicy,arn:aws:s3:::*/document.txt,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_bfdaa425,allow_bfdaa425_combo_9,s3:PutBucketPolicy,arn:aws:s3:::*/data/file.json,None,None,allow,allow,sat,True
policy_4_iter_5.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_4_iter_5.json,1,allow_bfdaa425,Allow,"['s3:CreateBucket', 's3:PutObject', 's3:PutBucketPolicy']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/document.txt', 'arn:aws:s3:::*/data/file.json']",allow_c2a208b0,allow_c2a208b0_combo_1,s3:DeleteObject,arn:aws:s3:::*/logs/app.log,arn:aws:iam::123456789012:user/alice,{'DateGreaterThan': {'aws:CurrentTime': '2024-01-01T00:00:00Z'}},allow,deny,unsat,False
