policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,1,allow_56340b48,True,56.0,50,22,Allow,"['glue:CreateScript', 'sagemaker:ListTags']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,2,allow_d61725b2,True,74.0,50,13,Allow,"['sagemaker:StartNotebookInstance', 'glue:CreateScript', 'sagemaker:CreatePresignedDomainUrl']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,3,allow_a3731b68,True,42.0,50,29,Allow,['sagemaker:CreatePresignedDomainUrl'],['arn:aws:sagemaker:::notebook-instance/document.txt']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,4,allow_57a4346c,True,74.0,50,13,Allow,"['glue:CreateScript', 'sagemaker:StartNotebookInstance', 'sagemaker:CreatePresignedDomainUrl']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,5,allow_701a16a1,True,56.0,50,22,Allow,"['sagemaker:UpdateNotebookInstance', 'sagemaker:StartNotebookInstance']","['arn:aws:sagemaker:::notebook-instance/temp/upload.tmp', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,6,allow_b54913db,True,48.0,50,26,Allow,['sagemaker:StartNotebookInstance'],['arn:aws:s3:::my-bucket/document.txt']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,7,allow_71f15d09,True,58.0,50,21,Allow,"['sagemaker:StartNotebookInstance', 'sagemaker:StopNotebookInstance', 'sagemaker:UpdateNotebookInstance']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:sagemaker:::notebook-instance/logs/app.log']"
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,8,deny_6b3ece26,True,40.0,50,30,Deny,['lambda:InvokeFunction'],['arn:aws:sagemaker:::notebook-instance/logs/app.log']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,9,deny_4aed4053,True,40.0,50,30,Deny,['sagemaker:UpdateNotebookInstance'],['unauthorized/arn:aws:sagemaker:::notebook-instance/*/file.txt']
policy_1_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_1_iter_1.json,10,deny_7ce25119,True,40.0,50,30,Deny,"['sagemaker:DeleteNotebookInstance', 'sagemaker:CreatePresignedDomainUrl']",['arn:aws:kms:us-east-1:123456789012:key/forbidden-key']
