policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,1,allow_ef044efd,True,44.0,50,28,Allow,['iot:DeleteThing'],"['arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,2,allow_80c7c808,True,48.0,50,26,Allow,"['s3:PutObject', 'logs:CreateLogGroup', 'logs:DescribeLogStreams']",['arn:aws:s3:::my-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,3,allow_f871bef9,True,50.0,50,25,Allow,"['iot:ListThings', 'iot:Receive']","['arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:s3:::my-bucket/document.txt']"
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,4,allow_51702162,True,42.0,50,29,Allow,['s3:PutObject'],['arn:aws:s3:::my-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,5,allow_1259f625,True,46.0,50,27,Allow,"['iot:Receive', 'iam:DetachRolePolicy']",['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,6,allow_21657c35,True,42.0,50,29,Allow,['iot:GetThingShadow'],['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,7,allow_b8fd57f1,True,42.0,50,29,Allow,['iot:DescribeThing'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,8,allow_38a3cd0d,True,42.0,50,29,Allow,['iot:DeleteRoleAlias'],['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,9,allow_d937890b,True,52.0,50,24,Allow,"['logs:CreateLogGroup', 'iam:PassRole', 'iot:DescribeJobExecution']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,10,allow_cb7ed17c,True,46.0,50,27,Allow,"['iot:TagResource', 'lambda:GetFunction', 'iot:DeletePolicy']",['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,11,allow_3a83b61d,True,44.0,50,28,Allow,"['iot:CreateRoleAlias', 's3:PutObjectTagging']",['arn:aws:s3:::my-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,12,allow_52de82af,True,48.0,50,26,Allow,"['s3:PutBucketTagging', 's3:DeleteObjectVersion']","['arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,13,deny_e408a373,True,40.0,50,30,Deny,['iam:ListUsers'],"['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,14,deny_ef4ebd5e,True,40.0,50,30,Deny,['dynamodb:DeleteItem'],['arn:aws:s3:::my-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,15,deny_8218cd43,True,40.0,50,30,Deny,['iot:CreateRoleAlias'],['arn:aws:iam::123456789012:role/admin-role']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,16,deny_e76ef08e,True,40.0,50,30,Deny,['iam:TagPolicy'],['arn:aws:s3:::forbidden-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,17,deny_345c3b7d,True,40.0,50,30,Deny,['iot:AddThingToThingGroup'],['arn:aws:s3:::forbidden-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,18,deny_542660b2,True,40.0,50,30,Deny,['s3:PutBucketPolicy'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,19,deny_89ca904e,True,40.0,50,30,Deny,['iot:GetPolicy'],['arn:aws:iam::123456789012:role/admin-role']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,20,deny_9f57aef1,True,40.0,50,30,Deny,['iam:ListUsers'],['arn:aws:s3:::my-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,21,deny_88818ff3,True,40.0,50,30,Deny,['iam:DeleteUser'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,22,deny_4a893689,True,40.0,50,30,Deny,['s3:AbortMultipartUpload'],['arn:aws:s3:::forbidden-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,23,deny_2701534a,True,40.0,50,30,Deny,"['iot:GetThingShadow', 'iot:TagResource']",['arn:aws:s3:::forbidden-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,24,deny_897d72fe,True,40.0,50,30,Deny,['ec2:RunInstances'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,25,deny_775e3d9b,True,40.0,50,30,Deny,['iam:DeleteUser'],"['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,26,deny_0798abcd,True,40.0,50,30,Deny,['iam:CreateUser'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,27,deny_76150767,True,40.0,50,30,Deny,"['iot:CreateThing', 's3:DeleteObject']",['arn:aws:s3:::forbidden-bucket/document.txt']
policy_3_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-50-ollamaa/policy_3_iter_1.json,28,deny_a35f0776,True,40.0,50,30,Deny,['iot:ListAttachedPolicies'],['arn:aws:kms:us-east-1:123456789012:key/forbidden-key']
