index,status,final_accuracy,iterations_used,iteration_accuracies,iteration_results,final_policy_file
0,success,100.0,2,"[96.0, 100.0]","[{'policy_idx': 0, 'iteration': 1, 'accuracy': 96.0, 'total_requests': 100, 'correct': 96, 'incorrect': 4, 'misclassified_allow_to_deny': 3, 'misclassified_deny_to_allow': 1, 'failed_examples_count': 4, 'failed_examples': [{'request_id': 'allow_e5b7466e', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_99798741', 'action': 's3:ListBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_99798741', 'action': 's3:GetObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'deny_f51c8ce9', 'action': 'athena:GetDatabase', 'resource': 'arn:aws:iam::123456789012:role/admin-role', 'expected': 'deny', 'actual': 'allow'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_0_iter_1.json'}, {'policy_idx': 0, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_0_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_0_final.json
1,success,100.0,1,[100.0],"[{'policy_idx': 1, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_1_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_1_final.json
2,success,100.0,1,[100.0],"[{'policy_idx': 2, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_2_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_2_final.json
3,success,100.0,2,"[97.0, 100.0]","[{'policy_idx': 3, 'iteration': 1, 'accuracy': 97.0, 'total_requests': 100, 'correct': 97, 'incorrect': 3, 'misclassified_allow_to_deny': 3, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 3, 'failed_examples': [{'request_id': 'allow_fe8baaac', 'action': 'iot:CreatePolicy', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_fe8baaac', 'action': 'iot:CreatePolicy', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f1b08834', 'action': 'iot:CreatePolicy', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_3_iter_1.json'}, {'policy_idx': 3, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_3_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_3_final.json
4,success,100.0,1,[100.0],"[{'policy_idx': 4, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_4_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_4_final.json
5,success,100.0,1,[100.0],"[{'policy_idx': 5, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_5_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_5_final.json
6,success,100.0,1,[100.0],"[{'policy_idx': 6, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_6_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_6_final.json
7,success,100.0,2,"[69.0, 100.0]","[{'policy_idx': 7, 'iteration': 1, 'accuracy': 69.0, 'total_requests': 100, 'correct': 69, 'incorrect': 31, 'misclassified_allow_to_deny': 31, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 31, 'failed_examples': [{'request_id': 'allow_5357d2cb', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8ae4198a', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_979ff1ef', 'action': 's3:GetObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_9f24b1ef', 'action': 's3:ListBucket', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5df388f1', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_5df388f1', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_95d1ea7d', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_cdf29fee', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_c9937967', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_c9937967', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_22395051', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f6bdaadc', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_7cfc9768', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_b97f4881', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8b8fadd4', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8b8fadd4', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_a06fbcf1', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_4d6b33af', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_22b7459e', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dcbc4ca8', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dcbc4ca8', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_b5195e74', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_3de9a990', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:s3:::bucket/temp/upload.tmp', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_3cc9cef9', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_977619fd', 'action': 's3:GetObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_615d97b4', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_7791e5a1', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_90234ad2', 'action': 's3:CreateBucket', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_948a278f', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_fff7e589', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_8aa56e2a', 'action': 's3:GetObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_7_iter_1.json'}, {'policy_idx': 7, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_7_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_7_final.json
8,success,100.0,2,"[75.0, 100.0]","[{'policy_idx': 8, 'iteration': 1, 'accuracy': 75.0, 'total_requests': 100, 'correct': 75, 'incorrect': 25, 'misclassified_allow_to_deny': 25, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 25, 'failed_examples': [{'request_id': 'allow_70879e22', 'action': 's3:ListBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_70879e22', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d64be8ec', 'action': 's3:GetObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_3e2a7d29', 'action': 's3:PutObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_3e2a7d29', 'action': 's3:GetObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_db1ff744', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_db1ff744', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_9598548c', 'action': 's3:DeleteObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f330265e', 'action': 's3:ListBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f330265e', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_f330265e', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dcd58bf2', 'action': 's3:DeleteObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_0fa3c20b', 'action': 's3:PutObject', 'resource': 'arn:aws:s3:::bucket', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_d62ffd7c', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_db9d70e3', 'action': 's3:GetBucketAcl', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dfab7b90', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dc93fa9f', 'action': 's3:PutObject', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dc93fa9f', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dc93fa9f', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_dc93fa9f', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/logs/app.log', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_ef908e50', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_ef908e50', 'action': 's3:GetBucketLocation', 'resource': 'arn:aws:s3:::my-bucket/document.txt', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_6c365822', 'action': 's3:DeleteObject', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_6c365822', 'action': 's3:PutBucketPolicy', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_979c88bf', 'action': 's3:DeleteBucket', 'resource': 'arn:aws:s3:::bucket/data/file.json', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_8_iter_1.json'}, {'policy_idx': 8, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_8_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_8_final.json
9,success,100.0,2,"[98.0, 100.0]","[{'policy_idx': 9, 'iteration': 1, 'accuracy': 98.0, 'total_requests': 100, 'correct': 98, 'incorrect': 2, 'misclassified_allow_to_deny': 2, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 2, 'failed_examples': [{'request_id': 'allow_b5da09e1', 'action': 'kms:ListGrants', 'resource': 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'expected': 'allow', 'actual': 'deny'}, {'request_id': 'allow_df27b73d', 'action': 'kms:Decrypt', 'resource': 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'expected': 'allow', 'actual': 'deny'}], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_9_iter_1.json'}, {'policy_idx': 9, 'iteration': 2, 'accuracy': 100.0, 'total_requests': 100, 'correct': 100, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'failed_examples_count': 0, 'failed_examples': [], 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-100/policy_9_iter_2.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-100/repaired_9_final.json
