index,status,final_accuracy,iterations_used,iteration_results,final_policy_file
0,failed,81.2,5,"[{'policy_idx': 0, 'iteration': 1, 'accuracy': 81.2, 'total_requests': 80, 'correct': 65, 'incorrect': 15, 'misclassified_allow_to_deny': 15, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_0_iter_1.json'}, {'policy_idx': 0, 'iteration': 2, 'accuracy': 81.2, 'total_requests': 80, 'correct': 65, 'incorrect': 15, 'misclassified_allow_to_deny': 15, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_0_iter_2.json'}, {'policy_idx': 0, 'iteration': 3, 'accuracy': 81.2, 'total_requests': 80, 'correct': 65, 'incorrect': 15, 'misclassified_allow_to_deny': 15, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_0_iter_3.json'}, {'policy_idx': 0, 'iteration': 4, 'accuracy': 81.2, 'total_requests': 80, 'correct': 65, 'incorrect': 15, 'misclassified_allow_to_deny': 15, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_0_iter_4.json'}, {'policy_idx': 0, 'iteration': 5, 'accuracy': 81.2, 'total_requests': 80, 'correct': 65, 'incorrect': 15, 'misclassified_allow_to_deny': 15, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_0_iter_5.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_0_best.json
1,success,100.0,1,"[{'policy_idx': 1, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_1_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_1_final.json
2,success,100.0,1,"[{'policy_idx': 2, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_2_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_2_final.json
3,failed,98.8,5,"[{'policy_idx': 3, 'iteration': 1, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_3_iter_1.json'}, {'policy_idx': 3, 'iteration': 2, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_3_iter_2.json'}, {'policy_idx': 3, 'iteration': 3, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_3_iter_3.json'}, {'policy_idx': 3, 'iteration': 4, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_3_iter_4.json'}, {'policy_idx': 3, 'iteration': 5, 'accuracy': 98.8, 'total_requests': 80, 'correct': 79, 'incorrect': 1, 'misclassified_allow_to_deny': 1, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_3_iter_5.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_3_best.json
4,failed,82.5,5,"[{'policy_idx': 4, 'iteration': 1, 'accuracy': 82.5, 'total_requests': 80, 'correct': 66, 'incorrect': 14, 'misclassified_allow_to_deny': 14, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_1.json'}, {'policy_idx': 4, 'iteration': 2, 'accuracy': 82.5, 'total_requests': 80, 'correct': 66, 'incorrect': 14, 'misclassified_allow_to_deny': 14, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_2.json'}, {'policy_idx': 4, 'iteration': 3, 'accuracy': 82.5, 'total_requests': 80, 'correct': 66, 'incorrect': 14, 'misclassified_allow_to_deny': 14, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_3.json'}, {'policy_idx': 4, 'iteration': 4, 'accuracy': 82.5, 'total_requests': 80, 'correct': 66, 'incorrect': 14, 'misclassified_allow_to_deny': 14, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_4.json'}, {'policy_idx': 4, 'iteration': 5, 'accuracy': 82.5, 'total_requests': 80, 'correct': 66, 'incorrect': 14, 'misclassified_allow_to_deny': 14, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_5.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_4_best.json
5,success,100.0,1,"[{'policy_idx': 5, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_5_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_5_final.json
6,success,100.0,1,"[{'policy_idx': 6, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_6_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_6_final.json
7,success,100.0,1,"[{'policy_idx': 7, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_7_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_7_final.json
8,success,100.0,1,"[{'policy_idx': 8, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_8_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_8_final.json
9,success,100.0,1,"[{'policy_idx': 9, 'iteration': 1, 'accuracy': 100.0, 'total_requests': 80, 'correct': 80, 'incorrect': 0, 'misclassified_allow_to_deny': 0, 'misclassified_deny_to_allow': 0, 'policy_file': '/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_9_iter_1.json'}]",/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/results/result-80/repaired_9_final.json
