policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,1,allow_a43b3cec,True,60.0,25,10,Allow,"['s3:DeleteBucket', 'iot-device-tester:LatestIdt']","['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']"
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,2,allow_03490c90,True,44.0,25,14,Allow,['s3:GetBucketLocation'],['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,3,allow_c742e3f1,True,64.0,25,9,Allow,"['iot:CreateKeysAndCertificate', 'iot:CancelJob', 's3:ListBucketVersions']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,4,allow_50eef2fc,True,44.0,25,14,Allow,['iot:CreateRoleAlias'],['arn:aws:s3:::my-bucket/document.txt']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,5,allow_69f6bc5d,True,48.0,25,13,Allow,['iot-device-tester:LatestIdt'],"['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,6,allow_0b4bd9a1,True,44.0,25,14,Allow,['iot:DescribeCertificate'],['arn:aws:s3:::my-bucket/document.txt']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,7,deny_816bff94,True,40.0,25,15,Deny,['lambda:InvokeFunction'],['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,8,deny_6d9162ae,True,40.0,25,15,Deny,['dynamodb:PutItem'],['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,9,deny_f1be8344,True,40.0,25,15,Deny,['lambda:CreateFunction'],['arn:aws:iam::123456789012:role/admin-role']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,10,deny_b638aceb,True,40.0,25,15,Deny,['iot:ListThingPrincipals'],['arn:aws:s3:::forbidden-bucket/document.txt']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,11,deny_fac97454,True,40.0,25,15,Deny,['dynamodb:DeleteItem'],['arn:aws:s3:::my-bucket/document.txt']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,12,deny_6f068791,True,40.0,25,15,Deny,['iam:ListUsers'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,13,deny_e2737b79,True,40.0,25,15,Deny,['iam:DeleteUser'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,14,deny_e7283ffc,True,40.0,25,15,Deny,"['iot-device-tester:CheckVersion', 'iot:AttachThingPrincipal']",['arn:aws:iam::123456789012:role/admin-role']
policy_6_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_6_iter_1.json,15,deny_0e553cd5,True,40.0,25,15,Deny,['iot:AttachThingPrincipal'],['arn:aws:iam::123456789012:role/admin-role']
