policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,1,allow_8993d6a8,True,64.0,25,9,Allow,['sts:AssumeRoleWithWebIdentity'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,2,allow_76407ea7,True,48.0,25,13,Allow,['sts:AssumeRoleWithWebIdentity'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,3,allow_d183c60e,True,84.0,25,4,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,4,allow_f307dac2,True,84.0,25,4,Allow,"['sts:AssumeRoleWithWebIdentity', 'sts:TagSession']",['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,5,allow_d70606b8,True,84.0,25,4,Allow,"['sts:AssumeRoleWithWebIdentity', 'sts:TagSession']",['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,6,allow_073faf3b,True,44.0,25,14,Allow,['sts:AssumeRoleWithWebIdentity'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,7,allow_d3852d97,True,84.0,25,4,Allow,"['sts:AssumeRoleWithWebIdentity', 'sts:TagSession']",['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,8,allow_aba21a21,True,84.0,25,4,Allow,"['sts:AssumeRoleWithWebIdentity', 'sts:TagSession']",['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,9,allow_a7a75d76,True,52.0,25,12,Allow,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,10,deny_8f5fd29a,True,40.0,25,15,Deny,['sts:AssumeRoleWithWebIdentity'],['arn:aws:iam::{account id}:role/{role name}-forbidden-resource']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,11,deny_6807127b,True,40.0,25,15,Deny,['lambda:InvokeFunction'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,12,deny_7ab50d79,True,40.0,25,15,Deny,['iam:DeleteUser'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,13,deny_8ad3f7a4,True,40.0,25,15,Deny,['ec2:DescribeInstances'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,14,deny_ab9d914e,True,40.0,25,15,Deny,['sts:AssumeRoleWithWebIdentity'],['forbidden-arn:aws:iam::{account id}:role/{role name}-specific']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,15,deny_3bd3fd51,True,40.0,25,15,Deny,['ec2:RunInstances'],['arn:aws:iam::{account id}:role/{role name}']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,16,deny_21faaecd,True,40.0,25,15,Deny,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",['unauthorized/arn:aws:iam::{account id}:role/{role name}/file.txt']
policy_5_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_5_iter_2.json,17,deny_04f0fda1,True,40.0,25,15,Deny,"['sts:TagSession', 'sts:AssumeRoleWithWebIdentity']",['unauthorized/arn:aws:iam::{account id}:role/{role name}/file.txt']
