policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,True,44.0,25,14,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,True,48.0,25,13,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,3,allow_2f387d5f,True,56.0,25,11,Allow,kms:ListGrants,"['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,4,allow_39c1e18c,True,84.0,25,4,Allow,"['kms:ListGrants', 'kms:ScheduleKeyDeletion', 'kms:CreateGrant']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,5,allow_438ac482,True,52.0,25,12,Allow,"['kms:GenerateDataKey', 'kms:DeleteAlias']",arn:aws:athena:us-east-1:123456789012:workgroup/primary
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,6,deny_d7815577,True,40.0,25,15,Deny,kms:CreateGrant,arn:aws:s3:::forbidden-bucket/document.txt
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,7,deny_83c83962,True,40.0,25,15,Deny,ec2:RunInstances,"['arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:s3:::my-bucket/document.txt']"
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,8,deny_fb153525,True,40.0,25,15,Deny,iam:CreateUser,"['arn:aws:athena:us-east-1:123456789012:workgroup/primary', 'arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']"
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,9,deny_1fa4e879,True,40.0,25,15,Deny,iam:DeleteUser,arn:aws:s3:::my-bucket/document.txt
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,10,deny_43a53882,True,40.0,25,15,Deny,ec2:DescribeInstances,"['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:s3:::my-bucket/document.txt']"
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,11,deny_e95f030d,True,40.0,25,15,Deny,kms:Decrypt,arn:aws:kms:us-east-1:123456789012:key/forbidden-key
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,12,deny_db7e65cc,True,40.0,25,15,Deny,kms:ListGrants,arn:aws:s3:::forbidden-bucket/document.txt
