policy_name,policy_index,policy_file,statement_index,statement_id,statement_effect,statement_action,statement_resource,request_object_id,individual_request_id,action,resource,principal,condition,expected_effect,actual_result,solver_result,is_correct
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_d7815577,deny_d7815577_combo_1,kms:CreateGrant,arn:aws:s3:::forbidden-bucket/document.txt,arn:aws:iam::999888777666:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'false'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_e92ad4af,allow_e92ad4af_combo_1,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::999888777666:role/EC2 IAM Role,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},allow,allow,sat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_85f7a8a7,allow_85f7a8a7_combo_1,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_2f387d5f,allow_2f387d5f_combo_1,kms:ListGrants,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_2f387d5f,allow_2f387d5f_combo_2,kms:ListGrants,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_83c83962,deny_83c83962_combo_1,ec2:RunInstances,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_83c83962,deny_83c83962_combo_2,ec2:RunInstances,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_1,kms:ListGrants,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_2,kms:ListGrants,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_3,kms:ListGrants,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_4,kms:ScheduleKeyDeletion,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_5,kms:ScheduleKeyDeletion,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_6,kms:ScheduleKeyDeletion,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_7,kms:CreateGrant,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_8,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_9,kms:CreateGrant,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_fb153525,deny_fb153525_combo_1,iam:CreateUser,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/forbidden-EC2 IAM Role,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_fb153525,deny_fb153525_combo_2,iam:CreateUser,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/forbidden-EC2 IAM Role,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_1fa4e879,deny_1fa4e879_combo_1,iam:DeleteUser,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::999888777666:role/EC2 IAM Role,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_43a53882,deny_43a53882_combo_1,ec2:DescribeInstances,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/forbidden-EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'false'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_43a53882,deny_43a53882_combo_2,ec2:DescribeInstances,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/forbidden-EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'false'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_e95f030d,deny_e95f030d_combo_1,kms:Decrypt,arn:aws:kms:us-east-1:123456789012:key/forbidden-key,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_438ac482,allow_438ac482_combo_1,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_438ac482,allow_438ac482_combo_2,kms:DeleteAlias,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,1,allow_e92ad4af,Allow,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_db7e65cc,deny_db7e65cc_combo_1,kms:ListGrants,arn:aws:s3:::forbidden-bucket/document.txt,arn:aws:iam::999888777666:role/EC2 IAM Role,{'DateLessThan': {'aws:CurrentTime': '2025-12-31T23:59:59Z'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_d7815577,deny_d7815577_combo_1,kms:CreateGrant,arn:aws:s3:::forbidden-bucket/document.txt,arn:aws:iam::999888777666:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'false'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_e92ad4af,allow_e92ad4af_combo_1,kms:CreateGrant,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::999888777666:role/EC2 IAM Role,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_85f7a8a7,allow_85f7a8a7_combo_1,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,allow,sat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_2f387d5f,allow_2f387d5f_combo_1,kms:ListGrants,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_2f387d5f,allow_2f387d5f_combo_2,kms:ListGrants,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_83c83962,deny_83c83962_combo_1,ec2:RunInstances,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,deny_83c83962,deny_83c83962_combo_2,ec2:RunInstances,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},deny,deny,unsat,True
policy_9_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_9_iter_1.json,2,allow_85f7a8a7,Allow,kms:GenerateDataKey,arn:aws:athena:us-east-1:123456789012:workgroup/primary,allow_39c1e18c,allow_39c1e18c_combo_1,kms:ListGrants,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::AWS Accout ID:role/EC2 IAM Role,{'Bool': {'kms:GrantIsForAWSResource': 'true'}},allow,deny,unsat,False
