policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,1,stmt1,True,40.0,25,15,Allow,s3:CreateBucket,arn:aws:s3:::*
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,2,stmt2,True,48.0,25,13,Allow,"['s3:Get*', 's3:List*', 's3:Put*']","['arn:aws:s3:::*', 'arn:aws:s3:::*/*']"
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,3,allow_5a980bcf,True,44.0,25,14,Allow,['s3:PutBucketPolicy'],['arn:aws:s3:::*/document.txt']
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,4,allow_27307e14,True,48.0,25,13,Allow,['s3:DeleteBucket'],"['arn:aws:s3:::data123', 'arn:aws:s3:::file1']"
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,5,allow_bc3fdf0e,True,44.0,25,14,Allow,['s3:CreateBucket'],['arn:aws:s3:::*/temp/upload.tmp']
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,6,allow_bdb40595,True,68.0,25,8,Allow,"['s3:PutObject', 's3:DeleteBucket', 's3:ListBucket']","['arn:aws:s3:::file1', 'arn:aws:s3:::*/temp/upload.tmp']"
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,7,allow_2b7a6de5,True,48.0,25,13,Allow,"['s3:DeleteObject', 's3:PutBucketPolicy']",['arn:aws:s3:::file1']
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,8,allow_b534c6eb,True,48.0,25,13,Allow,['s3:GetBucketAcl'],"['arn:aws:s3:::*/data/file.json', 'arn:aws:s3:::document']"
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,9,allow_cd44d4f2,True,48.0,25,13,Allow,['s3:GetBucketAcl'],['arn:aws:s3:::*/data/file.json']
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,10,deny_d67ed463,True,40.0,25,15,Deny,['lambda:InvokeFunction'],"['arn:aws:s3:::*/temp/upload.tmp', 'arn:aws:s3:::data123']"
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,11,deny_24633fa6,True,40.0,25,15,Deny,['s3:DeleteBucket'],['arn:aws:s3:::completely-different-bucket/file.txt']
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,12,deny_a265934a,True,40.0,25,15,Deny,"['s3:GetBucketLocation', 's3:CreateBucket', 's3:PutBucketPolicy']",['arn:aws:s3:::completely-different-bucket/file.txt']
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,13,deny_f507796a,True,40.0,25,15,Deny,['ec2:DescribeInstances'],"['arn:aws:s3:::*/data/file.json', 'arn:aws:s3:::document']"
policy_4_iter_1.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_4_iter_1.json,14,deny_8ef1b9e9,True,40.0,25,15,Deny,['lambda:InvokeFunction'],"['arn:aws:s3:::data123', 'arn:aws:s3:::file1']"
