policy_name,policy_index,policy_file,statement_index,statement_id,is_faulty,accuracy,total_requests,failed_requests,statement_effect,statement_action,statement_resource
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,1,stmt1,True,40.0,25,15,Allow,iam:PassRole,*
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,2,stmt2,True,40.0,25,15,Allow,"['lambda:CreateFunction', 'lambda:PublishVersion', 'lambda:DeleteFunction', 'lambda:GetFunction']",['*']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,3,stmt3,True,36.0,25,16,Allow,"['iot:CreateThing', 'iot:DeleteThing', 'iot:DescribeThing', 'iot:CreateThingGroup', 'iot:DeleteThingGroup', 'iot:DescribeThingGroup', 'iot:AddThingToThingGroup', 'iot:RemoveThingFromThingGroup', 'iot:AttachThingPrincipal', 'iot:DetachThingPrincipal', 'iot:UpdateCertificate', 'iot:DeleteCertificate', 'iot:CreatePolicy', 'iot:AttachPolicy', 'iot:DetachPolicy', 'iot:DeletePolicy', 'iot:GetPolicy', 'iot:Publish', 'iot:TagResource', 'iot:ListThingPrincipals', 'iot:ListAttachedPolicies', 'iot:ListTargetsForPolicy', 'iot:ListThingGroupsForThing', 'iot:ListThingsInThingGroup', 'iot:CreateJob', 'iot:DescribeJob', 'iot:DescribeJobExecution', 'iot:CancelJob', 'iot:DescribeCertificate', 'logs:CreateLogGroup', 'logs:CreateLogStream', 'logs:PutLogEvents', 'logs:DescribeLogStreams', 'iot:Connect', 'iot:Publish', 'iot:Subscribe', 'iot:Receive', 'iot:ListThingPrincipals', 'iot:GetThingShadow', 'iot:UpdateThingShadow', 's3:GetBucketLocation', 's3:GetObject', 's3:PutObject', 's3:AbortMultipartUpload', 's3:ListMultipartUploadParts']",['*']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,4,stmt4,True,40.0,25,15,Allow,"['s3:GetObject', 's3:PutObject', 's3:DeleteObjectVersion', 's3:DeleteObject', 's3:CreateBucket', 's3:ListBucket', 's3:ListBucketVersions', 's3:DeleteBucket', 's3:PutObjectTagging', 's3:PutBucketTagging']",['*']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,5,stmt5,True,48.0,25,13,Allow,"['iot:CreateRoleAlias', 'iot-device-tester:SupportedVersion']",['*']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,6,stmt6,True,44.0,25,14,Allow,"['iot-device-tester:SendMetrics', 'iot-device-tester:SupportedVersion', 'iot-device-tester:LatestIdt', 'iot-device-tester:CheckVersion', 'iot-device-tester:DownloadTestSuite']",*
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,7,stmt7,True,40.0,25,15,Allow,"['greengrass:*', 'iot:GetThingShadow', 'iot:UpdateThingShadow', 'iot:ListThings', 'iot:DescribeEndpoint', 'iot:CreateKeysAndCertificate']",*
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,8,stmt8,True,40.0,25,15,Allow,"['iam:CreateRole', 'iam:DeleteRole', 'iam:CreatePolicy', 'iam:DeletePolicy', 'iam:AttachRolePolicy', 'iam:DetachRolePolicy', 'iam:TagRole', 'iam:TagPolicy', 'iam:GetPolicy', 'iam:ListAttachedRolePolicies', 'iam:ListEntitiesForPolicy']",['*']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,9,allow_ddc58b6e,True,52.0,25,12,Allow,"['iot:CreateRoleAlias', 'iot-device-tester:SupportedVersion', 'iam:ListEntitiesForPolicy']",['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,10,allow_e7c75536,True,44.0,25,14,Allow,['iot:DetachPolicy'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,11,allow_7ef8e1a7,True,48.0,25,13,Allow,['s3:ListMultipartUploadParts'],"['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,12,allow_161fe1c2,True,64.0,25,9,Allow,"['iot:GetPolicy', 'iot:DeleteThingGroup', 'iot:UpdateThingShadow']","['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,13,allow_4ced7f89,True,48.0,25,13,Allow,['iot:CreateThing'],"['arn:aws:glue:us-east-1:123456789012:table/my-database/my-table', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,14,allow_b05aa1f4,True,44.0,25,14,Allow,['s3:CreateBucket'],['arn:aws:athena:us-east-1:123456789012:workgroup/primary']
policy_3_iter_2.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/temp_validation/val-25-ollama/policy_3_iter_2.json,15,deny_413cc6b6,True,40.0,25,15,Deny,['iam:ListUsers'],"['arn:aws:s3:::my-bucket/document.txt', 'arn:aws:athena:us-east-1:123456789012:workgroup/primary']"
