policy_name,policy_index,policy_file,statement_index,statement_id,statement_effect,statement_action,statement_resource,request_object_id,individual_request_id,action,resource,principal,condition,expected_effect,actual_result,solver_result,is_correct
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_181dcd1a,allow_181dcd1a_combo_1,s3:DeleteBucket,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::123456789012:user/alice,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,deny_445011ef,deny_445011ef_combo_1,glue:UpdateTable,arn:aws:s3:::athena-query-results/data/file.json,None,None,deny,deny,unsat,True
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_cde5e16a,allow_cde5e16a_combo_1,glue:GetTable,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,None,None,allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,deny_7ba514f6,deny_7ba514f6_combo_1,ec2:DescribeInstances,arn:aws:s3:::athena-query-results/data/file.json,None,None,deny,deny,unsat,True
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_8537ec92,allow_8537ec92_combo_1,s3:ListBucket,arn:aws:athena:us-east-1:123456789012:workgroup/primary,None,None,allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_8537ec92,allow_8537ec92_combo_2,athena:StartQueryExecution,arn:aws:athena:us-east-1:123456789012:workgroup/primary,None,None,allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_8537ec92,allow_8537ec92_combo_3,s3:GetBucketAcl,arn:aws:athena:us-east-1:123456789012:workgroup/primary,None,None,allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,deny_46fad81e,deny_46fad81e_combo_1,lambda:InvokeFunction,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,None,None,deny,deny,unsat,True
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,deny_adcceb68,deny_adcceb68_combo_1,s3:PutBucketPolicy,arn:aws:s3:::forbidden-bucket/document.txt,None,None,deny,deny,unsat,True
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_af65a2e3,allow_af65a2e3_combo_1,athena:GetQueryResultsStream,arn:aws:s3:::my-bucket/document.txt,arn:aws:iam::123456789012:user/bob,{'StringEquals': {'aws:RequestedRegion': 'us-east-1'}},allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_5241d2d4,allow_5241d2d4_combo_1,kms:Decrypt,arn:aws:athena:us-east-1:123456789012:workgroup/primary,arn:aws:iam::123456789012:role/service-role,{'StringEquals': {'aws:RequestedRegion': 'us-west-2'}},allow,deny,unsat,False
repaired_0_best.json,,/home/bhall2/Documents/fixmypolicy/FL/Experiment-2/results/result-25-ollama/repaired_0_best.json,1,stmt1,Allow,"['s3:Get*', 's3:List*', 's3:PutObject', 's3:DeleteObject']",arn:aws:s3:::athena-query-results/*,allow_5d14361a,allow_5d14361a_combo_1,kms:DescribeKey,arn:aws:glue:us-east-1:123456789012:table/my-database/my-table,None,None,allow,deny,unsat,False
